County	Election District	Election Precinct	Cong	Legs	Candidate Name	Partyx	Office Name	Office District	Winner	Write-In?	Election Night Votes	Election Night Votes Against
4	13	8	2	12	Guy Mimoun	GRN	Representative in Congress	2			4	
4	13	8	2	12	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	14	3	2	8	Fake Judge Name	BOT	Fake Retention Office	2			407	
4	14	3	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		687	
4	14	3	2	8	Michael Carney	LIB	Representative in Congress	2			22	
4	14	3	2	8	Guy Mimoun	GRN	Representative in Congress	2			15	
4	14	3	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	14	4	2	8	Fake Judge Name	BOT	Fake Retention Office	2			64	
4	14	4	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		115	
4	14	4	2	8	Michael Carney	LIB	Representative in Congress	2			3	
4	14	4	2	8	Guy Mimoun	GRN	Representative in Congress	2			2	
4	14	4	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	14	5	2	8	Fake Judge Name	BOT	Fake Retention Office	2			51	
4	14	5	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		141	
4	14	5	2	8	Michael Carney	LIB	Representative in Congress	2			4	
4	14	5	2	8	Guy Mimoun	GRN	Representative in Congress	2			1	
4	14	5	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	14	7	2	8	Fake Judge Name	BOT	Fake Retention Office	2			384	
4	14	7	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		507	
4	14	7	2	8	Michael Carney	LIB	Representative in Congress	2			33	
4	14	7	2	8	Guy Mimoun	GRN	Representative in Congress	2			11	
4	14	7	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	14	8	2	8	Fake Judge Name	BOT	Fake Retention Office	2			232	
4	14	8	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		937	
4	14	8	2	8	Michael Carney	LIB	Representative in Congress	2			22	
4	14	8	2	8	Guy Mimoun	GRN	Representative in Congress	2			12	
4	14	8	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	14	9	2	8	Fake Judge Name	BOT	Fake Retention Office	2			295	
4	14	9	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		1009	
4	14	9	2	8	Michael Carney	LIB	Representative in Congress	2			17	
4	14	9	2	8	Guy Mimoun	GRN	Representative in Congress	2			8	
4	14	9	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	14	10	2	8	Fake Judge Name	BOT	Fake Retention Office	2			305	
4	14	10	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		511	
4	14	10	2	8	Michael Carney	LIB	Representative in Congress	2			17	
4	14	10	2	8	Guy Mimoun	GRN	Representative in Congress	2			11	
4	14	10	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	14	11	2	8	Fake Judge Name	BOT	Fake Retention Office	2			263	
4	14	11	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		457	
4	14	11	2	8	Michael Carney	LIB	Representative in Congress	2			26	
4	14	11	2	8	Guy Mimoun	GRN	Representative in Congress	2			7	
4	14	11	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	14	13	2	8	Fake Judge Name	BOT	Fake Retention Office	2			230	
4	14	13	2	8	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		539	
4	14	13	2	8	Michael Carney	LIB	Representative in Congress	2			11	
4	14	13	2	8	Guy Mimoun	GRN	Representative in Congress	2			6	
4	14	13	2	8	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	1	2	6	Fake Judge Name	BOT	Fake Retention Office	2			184	
4	15	1	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		232	
4	15	1	2	6	Michael Carney	LIB	Representative in Congress	2			18	
4	15	1	2	6	Guy Mimoun	GRN	Representative in Congress	2			10	
4	15	1	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	2	2	6	Fake Judge Name	BOT	Fake Retention Office	2			478	
4	15	2	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		432	
4	15	2	2	6	Michael Carney	LIB	Representative in Congress	2			23	
4	15	2	2	6	Guy Mimoun	GRN	Representative in Congress	2			8	
4	15	2	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	3	2	7	Fake Judge Name	BOT	Fake Retention Office	2			407	
4	15	3	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		271	
4	15	3	2	7	Michael Carney	LIB	Representative in Congress	2			15	
4	15	3	2	7	Guy Mimoun	GRN	Representative in Congress	2			3	
4	15	3	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	15	4	2	6	Fake Judge Name	BOT	Fake Retention Office	2			236	
4	15	4	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		617	
4	15	4	2	6	Michael Carney	LIB	Representative in Congress	2			25	
4	15	4	2	6	Guy Mimoun	GRN	Representative in Congress	2			13	
4	15	4	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	5	2	7	Fake Judge Name	BOT	Fake Retention Office	2			650	
4	15	5	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		1064	
4	15	5	2	7	Michael Carney	LIB	Representative in Congress	2			38	
4	15	5	2	7	Guy Mimoun	GRN	Representative in Congress	2			15	
4	15	5	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	15	6	2	7	Fake Judge Name	BOT	Fake Retention Office	2			776	
4	15	6	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		357	
4	15	6	2	7	Michael Carney	LIB	Representative in Congress	2			23	
4	15	6	2	7	Guy Mimoun	GRN	Representative in Congress	2			9	
4	15	6	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	15	7	2	7	Fake Judge Name	BOT	Fake Retention Office	2			420	
4	15	7	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		491	
4	15	7	2	7	Michael Carney	LIB	Representative in Congress	2			24	
4	15	7	2	7	Guy Mimoun	GRN	Representative in Congress	2			9	
4	15	7	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	15	8	2	7	Fake Judge Name	BOT	Fake Retention Office	2			505	
4	15	8	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		451	
4	15	8	2	7	Michael Carney	LIB	Representative in Congress	2			18	
4	15	8	2	7	Guy Mimoun	GRN	Representative in Congress	2			13	
4	15	8	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	9	2	7	Fake Judge Name	BOT	Fake Retention Office	2			314	
4	15	9	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		199	
4	15	9	2	7	Michael Carney	LIB	Representative in Congress	2			7	
4	15	9	2	7	Guy Mimoun	GRN	Representative in Congress	2			0	
4	15	9	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	15	10	2	7	Fake Judge Name	BOT	Fake Retention Office	2			359	
4	15	10	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		479	
4	15	10	2	7	Michael Carney	LIB	Representative in Congress	2			31	
4	15	10	2	7	Guy Mimoun	GRN	Representative in Congress	2			12	
4	15	10	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	15	11	2	6	Fake Judge Name	BOT	Fake Retention Office	2			383	
4	15	11	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		487	
4	15	11	2	6	Michael Carney	LIB	Representative in Congress	2			22	
4	15	11	2	6	Guy Mimoun	GRN	Representative in Congress	2			5	
4	15	11	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	12	2	6	Fake Judge Name	BOT	Fake Retention Office	2			452	
4	15	12	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		277	
4	15	12	2	6	Michael Carney	LIB	Representative in Congress	2			17	
4	15	12	2	6	Guy Mimoun	GRN	Representative in Congress	2			3	
4	15	12	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	15	13	2	6	Fake Judge Name	BOT	Fake Retention Office	2			390	
4	15	13	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		233	
4	15	13	2	6	Michael Carney	LIB	Representative in Congress	2			16	
4	15	13	2	6	Guy Mimoun	GRN	Representative in Congress	2			9	
4	15	13	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	14	2	6	Fake Judge Name	BOT	Fake Retention Office	2			216	
4	15	14	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		156	
4	15	14	2	6	Michael Carney	LIB	Representative in Congress	2			6	
4	15	14	2	6	Guy Mimoun	GRN	Representative in Congress	2			4	
4	15	14	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	15	2	6	Fake Judge Name	BOT	Fake Retention Office	2			411	
4	15	15	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		296	
4	15	15	2	6	Michael Carney	LIB	Representative in Congress	2			25	
4	15	15	2	6	Guy Mimoun	GRN	Representative in Congress	2			7	
4	15	15	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	16	2	6	Fake Judge Name	BOT	Fake Retention Office	2			381	
4	15	16	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		343	
4	15	16	2	6	Michael Carney	LIB	Representative in Congress	2			15	
4	15	16	2	6	Guy Mimoun	GRN	Representative in Congress	2			10	
4	15	16	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	17	2	6	Fake Judge Name	BOT	Fake Retention Office	2			254	
4	15	17	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		781	
4	15	17	2	6	Michael Carney	LIB	Representative in Congress	2			23	
4	15	17	2	6	Guy Mimoun	GRN	Representative in Congress	2			13	
4	15	17	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	18	2	6	Fake Judge Name	BOT	Fake Retention Office	2			499	
4	15	18	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		395	
4	15	18	2	6	Michael Carney	LIB	Representative in Congress	2			24	
4	15	18	2	6	Guy Mimoun	GRN	Representative in Congress	2			5	
4	15	18	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	15	19	2	6	Fake Judge Name	BOT	Fake Retention Office	2			815	
4	15	19	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		415	
4	15	19	2	6	Michael Carney	LIB	Representative in Congress	2			22	
4	15	19	2	6	Guy Mimoun	GRN	Representative in Congress	2			11	
4	15	19	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
4	15	20	2	6	Fake Judge Name	BOT	Fake Retention Office	2			763	
4	15	20	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		525	
4	15	20	2	6	Michael Carney	LIB	Representative in Congress	2			24	
4	15	20	2	6	Guy Mimoun	GRN	Representative in Congress	2			13	
4	15	20	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	15	21	2	6	Fake Judge Name	BOT	Fake Retention Office	2			893	
4	15	21	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		530	
4	15	21	2	6	Michael Carney	LIB	Representative in Congress	2			32	
4	15	21	2	6	Guy Mimoun	GRN	Representative in Congress	2			8	
4	15	21	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	22	2	6	Fake Judge Name	BOT	Fake Retention Office	2			875	
4	15	22	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		384	
4	15	22	2	6	Michael Carney	LIB	Representative in Congress	2			23	
4	15	22	2	6	Guy Mimoun	GRN	Representative in Congress	2			8	
4	15	22	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
4	15	23	2	6	Fake Judge Name	BOT	Fake Retention Office	2			116	
4	15	23	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		774	
4	15	23	2	6	Michael Carney	LIB	Representative in Congress	2			29	
4	15	23	2	6	Guy Mimoun	GRN	Representative in Congress	2			9	
4	15	23	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	24	2	6	Fake Judge Name	BOT	Fake Retention Office	2			136	
4	15	24	2	6	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		129	
4	15	24	2	6	Michael Carney	LIB	Representative in Congress	2			4	
4	15	24	2	6	Guy Mimoun	GRN	Representative in Congress	2			4	
4	15	24	2	6	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	25	2	7	Fake Judge Name	BOT	Fake Retention Office	2			662	
4	15	25	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		466	
4	15	25	2	7	Michael Carney	LIB	Representative in Congress	2			19	
4	15	25	2	7	Guy Mimoun	GRN	Representative in Congress	2			16	
4	15	25	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
4	15	26	2	7	Fake Judge Name	BOT	Fake Retention Office	2			629	
4	15	26	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		228	
4	15	26	2	7	Michael Carney	LIB	Representative in Congress	2			10	
4	15	26	2	7	Guy Mimoun	GRN	Representative in Congress	2			7	
4	15	26	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	1	1	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			190	
13	1	1	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		668	
13	1	1	2	34A	Michael Carney	LIB	Representative in Congress	2			19	
13	1	1	2	34A	Guy Mimoun	GRN	Representative in Congress	2			8	
13	1	1	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
13	1	3	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			165	
13	1	3	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		272	
13	1	3	2	34A	Michael Carney	LIB	Representative in Congress	2			11	
13	1	3	2	34A	Guy Mimoun	GRN	Representative in Congress	2			8	
13	1	3	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	1	4	2	7	Fake Judge Name	BOT	Fake Retention Office	2			506	
13	1	4	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		513	
13	1	4	2	7	Michael Carney	LIB	Representative in Congress	2			28	
13	1	4	2	7	Guy Mimoun	GRN	Representative in Congress	2			9	
13	1	4	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	1	5	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			256	
13	1	5	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		382	
13	1	5	2	34A	Michael Carney	LIB	Representative in Congress	2			16	
13	1	5	2	34A	Guy Mimoun	GRN	Representative in Congress	2			7	
13	1	5	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	1	6	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			156	
13	1	6	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		565	
13	1	6	2	34A	Michael Carney	LIB	Representative in Congress	2			19	
13	1	6	2	34A	Guy Mimoun	GRN	Representative in Congress	2			11	
13	1	6	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
13	1	10	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			545	
13	1	10	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		715	
13	1	10	2	34A	Michael Carney	LIB	Representative in Congress	2			26	
13	1	10	2	34A	Guy Mimoun	GRN	Representative in Congress	2			11	
13	1	10	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	3	
13	1	13	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			216	
13	1	13	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		240	
13	1	13	2	34A	Michael Carney	LIB	Representative in Congress	2			11	
13	1	13	2	34A	Guy Mimoun	GRN	Representative in Congress	2			5	
13	1	13	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
13	1	15	2	34B	Fake Judge Name	BOT	Fake Retention Office	2			533	
13	1	15	2	34B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		527	
13	1	15	2	34B	Michael Carney	LIB	Representative in Congress	2			27	
13	1	15	2	34B	Guy Mimoun	GRN	Representative in Congress	2			15	
13	1	15	2	34B	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
13	1	16	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			478	
13	1	16	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		650	
13	1	16	2	34A	Michael Carney	LIB	Representative in Congress	2			36	
13	1	16	2	34A	Guy Mimoun	GRN	Representative in Congress	2			16	
13	1	16	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
13	1	18	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			362	
13	1	18	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		404	
13	1	18	2	34A	Michael Carney	LIB	Representative in Congress	2			23	
13	1	18	2	34A	Guy Mimoun	GRN	Representative in Congress	2			4	
13	1	18	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	1	19	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			226	
13	1	19	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		551	
13	1	19	2	34A	Michael Carney	LIB	Representative in Congress	2			17	
13	1	19	2	34A	Guy Mimoun	GRN	Representative in Congress	2			11	
13	1	19	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
13	1	20	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			404	
13	1	20	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		791	
13	1	20	2	34A	Michael Carney	LIB	Representative in Congress	2			29	
13	1	20	2	34A	Guy Mimoun	GRN	Representative in Congress	2			11	
13	1	20	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	3	
13	1	23	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			68	
13	1	23	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		56	
13	1	23	2	34A	Michael Carney	LIB	Representative in Congress	2			2	
13	1	23	2	34A	Guy Mimoun	GRN	Representative in Congress	2			0	
13	1	23	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	1	24	2	7	Fake Judge Name	BOT	Fake Retention Office	2			101	
13	1	24	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		100	
13	1	24	2	7	Michael Carney	LIB	Representative in Congress	2			5	
13	1	24	2	7	Guy Mimoun	GRN	Representative in Congress	2			1	
13	1	24	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	1	26	2	34B	Fake Judge Name	BOT	Fake Retention Office	2			249	
13	1	26	2	34B	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		191	
13	1	26	2	34B	Michael Carney	LIB	Representative in Congress	2			12	
13	1	26	2	34B	Guy Mimoun	GRN	Representative in Congress	2			7	
13	1	26	2	34B	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
13	1	41	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			307	
13	1	41	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		336	
13	1	41	2	34A	Michael Carney	LIB	Representative in Congress	2			19	
13	1	41	2	34A	Guy Mimoun	GRN	Representative in Congress	2			7	
13	1	41	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	1	45	2	7	Fake Judge Name	BOT	Fake Retention Office	2			599	
13	1	45	2	7	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		421	
13	1	45	2	7	Michael Carney	LIB	Representative in Congress	2			33	
13	1	45	2	7	Guy Mimoun	GRN	Representative in Congress	2			7	
13	1	45	2	7	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
13	2	3	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			238	
13	2	3	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		267	
13	2	3	2	34A	Michael Carney	LIB	Representative in Congress	2			10	
13	2	3	2	34A	Guy Mimoun	GRN	Representative in Congress	2			11	
13	2	3	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	2	6	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			0	
13	2	6	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		0	
13	2	6	2	34A	Michael Carney	LIB	Representative in Congress	2			0	
13	2	6	2	34A	Guy Mimoun	GRN	Representative in Congress	2			0	
13	2	6	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	2	7	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			27	
13	2	7	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		31	
13	2	7	2	34A	Michael Carney	LIB	Representative in Congress	2			1	
13	2	7	2	34A	Guy Mimoun	GRN	Representative in Congress	2			0	
13	2	7	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	2	10	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			237	
13	2	10	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		513	
13	2	10	2	34A	Michael Carney	LIB	Representative in Congress	2			24	
13	2	10	2	34A	Guy Mimoun	GRN	Representative in Congress	2			11	
13	2	10	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
13	2	11	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			345	
13	2	11	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		468	
13	2	11	2	34A	Michael Carney	LIB	Representative in Congress	2			16	
13	2	11	2	34A	Guy Mimoun	GRN	Representative in Congress	2			6	
13	2	11	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	2	14	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			165	
13	2	14	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		376	
13	2	14	2	34A	Michael Carney	LIB	Representative in Congress	2			15	
13	2	14	2	34A	Guy Mimoun	GRN	Representative in Congress	2			7	
13	2	14	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
13	2	15	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			217	
13	2	15	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		451	
13	2	15	2	34A	Michael Carney	LIB	Representative in Congress	2			22	
13	2	15	2	34A	Guy Mimoun	GRN	Representative in Congress	2			6	
13	2	15	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	2	19	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			73	
13	2	19	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		108	
13	2	19	2	34A	Michael Carney	LIB	Representative in Congress	2			8	
13	2	19	2	34A	Guy Mimoun	GRN	Representative in Congress	2			4	
13	2	19	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	6	1	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			270	
13	6	1	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		453	
13	6	1	2	34A	Michael Carney	LIB	Representative in Congress	2			18	
13	6	1	2	34A	Guy Mimoun	GRN	Representative in Congress	2			9	
13	6	1	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
13	6	2	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			475	
13	6	2	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		503	
13	6	2	2	34A	Michael Carney	LIB	Representative in Congress	2			36	
13	6	2	2	34A	Guy Mimoun	GRN	Representative in Congress	2			6	
13	6	2	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
13	6	3	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			390	
13	6	3	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		430	
13	6	3	2	34A	Michael Carney	LIB	Representative in Congress	2			20	
13	6	3	2	34A	Guy Mimoun	GRN	Representative in Congress	2			8	
13	6	3	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	6	5	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			41	
13	6	5	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		92	
13	6	5	2	34A	Michael Carney	LIB	Representative in Congress	2			1	
13	6	5	2	34A	Guy Mimoun	GRN	Representative in Congress	2			2	
13	6	5	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
13	6	6	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			733	
13	6	6	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		733	
13	6	6	2	34A	Michael Carney	LIB	Representative in Congress	2			39	
13	6	6	2	34A	Guy Mimoun	GRN	Representative in Congress	2			14	
13	6	6	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
13	6	7	2	34A	Fake Judge Name	BOT	Fake Retention Office	2			50	
13	6	7	2	34A	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		51	
13	6	7	2	34A	Michael Carney	LIB	Representative in Congress	2			3	
13	6	7	2	34A	Guy Mimoun	GRN	Representative in Congress	2			1	
13	6	7	2	34A	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
14	1	3	2	12	Fake Judge Name	BOT	Fake Retention Office	2			271	
14	1	3	2	12	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		581	
14	1	3	2	12	Michael Carney	LIB	Representative in Congress	2			21	
14	1	3	2	12	Guy Mimoun	GRN	Representative in Congress	2			16	
14	1	3	2	12	Other Write-Ins	BOT	Representative in Congress	2		Y	3	
14	1	6	2	13	Fake Judge Name	BOT	Fake Retention Office	2			225	
14	1	6	2	13	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		422	
14	1	6	2	13	Michael Carney	LIB	Representative in Congress	2			24	
14	1	6	2	13	Guy Mimoun	GRN	Representative in Congress	2			13	
14	1	6	2	13	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
14	1	9	2	13	Fake Judge Name	BOT	Fake Retention Office	2			226	
14	1	9	2	13	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		500	
14	1	9	2	13	Michael Carney	LIB	Representative in Congress	2			18	
14	1	9	2	13	Guy Mimoun	GRN	Representative in Congress	2			6	
14	1	9	2	13	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
14	1	13	2	12	Fake Judge Name	BOT	Fake Retention Office	2			292	
14	1	13	2	12	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		351	
14	1	13	2	12	Michael Carney	LIB	Representative in Congress	2			20	
14	1	13	2	12	Guy Mimoun	GRN	Representative in Congress	2			7	
14	1	13	2	12	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
14	1	15	2	13	Fake Judge Name	BOT	Fake Retention Office	2			265	
14	1	15	2	13	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		954	
14	1	15	2	13	Michael Carney	LIB	Representative in Congress	2			44	
14	1	15	2	13	Guy Mimoun	GRN	Representative in Congress	2			22	
14	1	15	2	13	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
14	1	16	2	13	Fake Judge Name	BOT	Fake Retention Office	2			133	
