Contest	Selection	CountItemType	Count
North Carolina;General Assembly House of Representatives District 90 Primary;North Carolina Republican Party	Sarah Stevens	absentee-mail	126
North Carolina;General Assembly House of Representatives District 90 Primary;North Carolina Republican Party	Sarah Stevens	early	2876
North Carolina;General Assembly House of Representatives District 90 Primary;North Carolina Republican Party	Sarah Stevens	election-day	5090
North Carolina;General Assembly House of Representatives District 90 Primary;North Carolina Republican Party	Sarah Stevens	provisional	28
North Carolina;General Assembly House of Representatives District 90 Primary;North Carolina Republican Party	Sarah Stevens	total	8120
North Carolina;General Assembly House of Representatives District 93 Primary;North Carolina Republican Party	Jonathan C. Jordan	absentee-mail	90
North Carolina;General Assembly House of Representatives District 93 Primary;North Carolina Republican Party	Jonathan C. Jordan	early	2406
North Carolina;General Assembly House of Representatives District 93 Primary;North Carolina Republican Party	Jonathan C. Jordan	election-day	6600
North Carolina;General Assembly House of Representatives District 93 Primary;North Carolina Republican Party	Jonathan C. Jordan	provisional	28
North Carolina;General Assembly House of Representatives District 93 Primary;North Carolina Republican Party	Jonathan C. Jordan	total	9124
North Carolina;General Assembly House of Representatives District 93 Primary;North Carolina Republican Party	Robert Block	absentee-mail	8
North Carolina;General Assembly House of Representatives District 93 Primary;North Carolina Republican Party	Robert Block	early	395
North Carolina;General Assembly House of Representatives District 93 Primary;North Carolina Republican Party	Robert Block	election-day	841
North Carolina;General Assembly House of Representatives District 93 Primary;North Carolina Republican Party	Robert Block	provisional	1
North Carolina;General Assembly House of Representatives District 93 Primary;North Carolina Republican Party	Robert Block	total	1245
North Carolina;General Assembly House of Representatives District 96 Primary;North Carolina Republican Party	Jay Adams	absentee-mail	66
North Carolina;General Assembly House of Representatives District 96 Primary;North Carolina Republican Party	Jay Adams	early	5604
North Carolina;General Assembly House of Representatives District 96 Primary;North Carolina Republican Party	Jay Adams	election-day	6350
North Carolina;General Assembly House of Representatives District 96 Primary;North Carolina Republican Party	Jay Adams	provisional	6
North Carolina;General Assembly House of Representatives District 96 Primary;North Carolina Republican Party	Jay Adams	total	12026
North Carolina;General Assembly House of Representatives District 96 Primary;North Carolina Republican Party	Taylor G. Huffman	absentee-mail	13
North Carolina;General Assembly House of Representatives District 96 Primary;North Carolina Republican Party	Taylor G. Huffman	early	1183
North Carolina;General Assembly House of Representatives District 96 Primary;North Carolina Republican Party	Taylor G. Huffman	election-day	1415
North Carolina;General Assembly House of Representatives District 96 Primary;North Carolina Republican Party	Taylor G. Huffman	provisional	4
North Carolina;General Assembly House of Representatives District 96 Primary;North Carolina Republican Party	Taylor G. Huffman	total	2615
North Carolina;General Assembly House of Representatives District 97 Primary;North Carolina Republican Party	Jason R. Saine	absentee-mail	120
North Carolina;General Assembly House of Representatives District 97 Primary;North Carolina Republican Party	Jason R. Saine	early	4310
North Carolina;General Assembly House of Representatives District 97 Primary;North Carolina Republican Party	Jason R. Saine	election-day	9374
North Carolina;General Assembly House of Representatives District 97 Primary;North Carolina Republican Party	Jason R. Saine	provisional	50
North Carolina;General Assembly House of Representatives District 97 Primary;North Carolina Republican Party	Jason R. Saine	total	13854
North Carolina;General Assembly House of Representatives District 97 Primary;North Carolina Republican Party	Nic Haag	absentee-mail	7
North Carolina;General Assembly House of Representatives District 97 Primary;North Carolina Republican Party	Nic Haag	early	411
North Carolina;General Assembly House of Representatives District 97 Primary;North Carolina Republican Party	Nic Haag	election-day	988
North Carolina;General Assembly House of Representatives District 97 Primary;North Carolina Republican Party	Nic Haag	provisional	6
North Carolina;General Assembly House of Representatives District 97 Primary;North Carolina Republican Party	Nic Haag	total	1412
North Carolina;General Assembly House of Representatives District 98 Primary;North Carolina Democratic Party	Branden Rosenlieb	absentee-mail	3
North Carolina;General Assembly House of Representatives District 98 Primary;North Carolina Democratic Party	Branden Rosenlieb	early	92
North Carolina;General Assembly House of Representatives District 98 Primary;North Carolina Democratic Party	Branden Rosenlieb	election-day	255
North Carolina;General Assembly House of Representatives District 98 Primary;North Carolina Democratic Party	Branden Rosenlieb	provisional	1
North Carolina;General Assembly House of Representatives District 98 Primary;North Carolina Democratic Party	Branden Rosenlieb	total	351
North Carolina;General Assembly House of Representatives District 98 Primary;North Carolina Democratic Party	Christy Clark	absentee-mail	58
North Carolina;General Assembly House of Representatives District 98 Primary;North Carolina Democratic Party	Christy Clark	early	1932
North Carolina;General Assembly House of Representatives District 98 Primary;North Carolina Democratic Party	Christy Clark	election-day	4544
North Carolina;General Assembly House of Representatives District 98 Primary;North Carolina Democratic Party	Christy Clark	provisional	16
North Carolina;General Assembly House of Representatives District 98 Primary;North Carolina Democratic Party	Christy Clark	total	6550
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Jackson Pethtal	absentee-mail	2
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Jackson Pethtal	early	41
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Jackson Pethtal	election-day	136
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Jackson Pethtal	provisional	1
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Jackson Pethtal	total	180
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Nasif Majeed	absentee-mail	18
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Nasif Majeed	early	1500
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Nasif Majeed	election-day	4496
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Nasif Majeed	provisional	6
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Nasif Majeed	total	6020
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Priscilla (PJ) Johnson	absentee-mail	6
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Priscilla (PJ) Johnson	early	301
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Priscilla (PJ) Johnson	election-day	880
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Priscilla (PJ) Johnson	provisional	0
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Priscilla (PJ) Johnson	total	1187
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Rodney W. Moore	absentee-mail	6
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Rodney W. Moore	early	210
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Rodney W. Moore	election-day	662
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Rodney W. Moore	provisional	1
North Carolina;General Assembly House of Representatives District 99 Primary;North Carolina Democratic Party	Rodney W. Moore	total	879
North Carolina;General Assembly Senate District 1 Primary;North Carolina Republican Party	Bob Steinburg	absentee-mail	124
North Carolina;General Assembly Senate District 1 Primary;North Carolina Republican Party	Bob Steinburg	early	4412
North Carolina;General Assembly Senate District 1 Primary;North Carolina Republican Party	Bob Steinburg	election-day	8994
North Carolina;General Assembly Senate District 1 Primary;North Carolina Republican Party	Bob Steinburg	provisional	30
North Carolina;General Assembly Senate District 1 Primary;North Carolina Republican Party	Bob Steinburg	total	13560
North Carolina;General Assembly Senate District 1 Primary;North Carolina Republican Party	Clark Twiddy	absentee-mail	35
North Carolina;General Assembly Senate District 1 Primary;North Carolina Republican Party	Clark Twiddy	early	1586
North Carolina;General Assembly Senate District 1 Primary;North Carolina Republican Party	Clark Twiddy	election-day	3272
North Carolina;General Assembly Senate District 1 Primary;North Carolina Republican Party	Clark Twiddy	provisional	9
North Carolina;General Assembly Senate District 1 Primary;North Carolina Republican Party	Clark Twiddy	total	4902
North Carolina;General Assembly Senate District 13 Primary;North Carolina Democratic Party	Bobbie Jacobs-Ghaffar	absentee-mail	22
North Carolina;General Assembly Senate District 13 Primary;North Carolina Democratic Party	Bobbie Jacobs-Ghaffar	early	2560
North Carolina;General Assembly Senate District 13 Primary;North Carolina Democratic Party	Bobbie Jacobs-Ghaffar	election-day	3931
North Carolina;General Assembly Senate District 13 Primary;North Carolina Democratic Party	Bobbie Jacobs-Ghaffar	provisional	75
North Carolina;General Assembly Senate District 13 Primary;North Carolina Democratic Party	Bobbie Jacobs-Ghaffar	total	6588
North Carolina;General Assembly Senate District 13 Primary;North Carolina Democratic Party	John Campbell	absentee-mail	260
North Carolina;General Assembly Senate District 13 Primary;North Carolina Democratic Party	John Campbell	early	12972
North Carolina;General Assembly Senate District 13 Primary;North Carolina Democratic Party	John Campbell	election-day	16002
North Carolina;General Assembly Senate District 13 Primary;North Carolina Democratic Party	John Campbell	provisional	372
North Carolina;General Assembly Senate District 13 Primary;North Carolina Democratic Party	John Campbell	total	29606
North Carolina;General Assembly Senate District 16 Primary;North Carolina Democratic Party	Luis Toledo	absentee-mail	93
North Carolina;General Assembly Senate District 16 Primary;North Carolina Democratic Party	Luis Toledo	early	1424
North Carolina;General Assembly Senate District 16 Primary;North Carolina Democratic Party	Luis Toledo	election-day	5351
North Carolina;General Assembly Senate District 16 Primary;North Carolina Democratic Party	Luis Toledo	provisional	22
North Carolina;General Assembly Senate District 16 Primary;North Carolina Democratic Party	Luis Toledo	total	6890
North Carolina;General Assembly Senate District 16 Primary;North Carolina Democratic Party	Wiley Nickel	absentee-mail	198
North Carolina;General Assembly Senate District 16 Primary;North Carolina Democratic Party	Wiley Nickel	early	2844
North Carolina;General Assembly Senate District 16 Primary;North Carolina Democratic Party	Wiley Nickel	election-day	14072
North Carolina;General Assembly Senate District 16 Primary;North Carolina Democratic Party	Wiley Nickel	provisional	56
North Carolina;General Assembly Senate District 16 Primary;North Carolina Democratic Party	Wiley Nickel	total	17170
North Carolina;General Assembly Senate District 19 Primary;North Carolina Democratic Party	Clarence E. Donaldson	absentee-mail	13
North Carolina;General Assembly Senate District 19 Primary;North Carolina Democratic Party	Clarence E. Donaldson	early	1080
North Carolina;General Assembly Senate District 19 Primary;North Carolina Democratic Party	Clarence E. Donaldson	election-day	2040
North Carolina;General Assembly Senate District 19 Primary;North Carolina Democratic Party	Clarence E. Donaldson	provisional	9
North Carolina;General Assembly Senate District 19 Primary;North Carolina Democratic Party	Clarence E. Donaldson	total	3142
North Carolina;General Assembly Senate District 19 Primary;North Carolina Democratic Party	Kirk DeViere	absentee-mail	50
North Carolina;General Assembly Senate District 19 Primary;North Carolina Democratic Party	Kirk DeViere	early	3080
North Carolina;General Assembly Senate District 19 Primary;North Carolina Democratic Party	Kirk DeViere	election-day	7378
North Carolina;General Assembly Senate District 19 Primary;North Carolina Democratic Party	Kirk DeViere	provisional	6
North Carolina;General Assembly Senate District 19 Primary;North Carolina Democratic Party	Kirk DeViere	total	10514
North Carolina;General Assembly Senate District 2 Primary;North Carolina Democratic Party	Dorothea D. White	absentee-mail	84
North Carolina;General Assembly Senate District 2 Primary;North Carolina Democratic Party	Dorothea D. White	early	1617
North Carolina;General Assembly Senate District 2 Primary;North Carolina Democratic Party	Dorothea D. White	election-day	2166
North Carolina;General Assembly Senate District 2 Primary;North Carolina Democratic Party	Dorothea D. White	provisional	4
North Carolina;General Assembly Senate District 2 Primary;North Carolina Democratic Party	Dorothea D. White	total	3871
North Carolina;General Assembly Senate District 2 Primary;North Carolina Democratic Party	Ginger Garner	absentee-mail	142
North Carolina;General Assembly Senate District 2 Primary;North Carolina Democratic Party	Ginger Garner	early	2706
North Carolina;General Assembly Senate District 2 Primary;North Carolina Democratic Party	Ginger Garner	election-day	5030
North Carolina;General Assembly Senate District 2 Primary;North Carolina Democratic Party	Ginger Garner	provisional	10
North Carolina;General Assembly Senate District 2 Primary;North Carolina Democratic Party	Ginger Garner	total	7888
North Carolina;General Assembly Senate District 2 Primary;North Carolina Republican Party	Lisa Oakley	absentee-mail	27
North Carolina;General Assembly Senate District 2 Primary;North Carolina Republican Party	Lisa Oakley	early	1092
North Carolina;General Assembly Senate District 2 Primary;North Carolina Republican Party	Lisa Oakley	election-day	2382
North Carolina;General Assembly Senate District 2 Primary;North Carolina Republican Party	Lisa Oakley	provisional	9
North Carolina;General Assembly Senate District 2 Primary;North Carolina Republican Party	Lisa Oakley	total	3510
North Carolina;General Assembly Senate District 2 Primary;North Carolina Republican Party	Norman Sanderson	absentee-mail	182
North Carolina;General Assembly Senate District 2 Primary;North Carolina Republican Party	Norman Sanderson	early	7114
North Carolina;General Assembly Senate District 2 Primary;North Carolina Republican Party	Norman Sanderson	election-day	15240
North Carolina;General Assembly Senate District 2 Primary;North Carolina Republican Party	Norman Sanderson	provisional	50
North Carolina;General Assembly Senate District 2 Primary;North Carolina Republican Party	Norman Sanderson	total	22586
North Carolina;General Assembly Senate District 21 Primary;North Carolina Democratic Party	Ben Clark	absentee-mail	40
North Carolina;General Assembly Senate District 21 Primary;North Carolina Democratic Party	Ben Clark	early	6458
North Carolina;General Assembly Senate District 21 Primary;North Carolina Democratic Party	Ben Clark	election-day	6450
North Carolina;General Assembly Senate District 21 Primary;North Carolina Democratic Party	Ben Clark	provisional	34
North Carolina;General Assembly Senate District 21 Primary;North Carolina Democratic Party	Ben Clark	total	12982
North Carolina;General Assembly Senate District 21 Primary;North Carolina Democratic Party	Naveed Aziz	absentee-mail	11
North Carolina;General Assembly Senate District 21 Primary;North Carolina Democratic Party	Naveed Aziz	early	1837
North Carolina;General Assembly Senate District 21 Primary;North Carolina Democratic Party	Naveed Aziz	election-day	3319
North Carolina;General Assembly Senate District 21 Primary;North Carolina Democratic Party	Naveed Aziz	provisional	10
North Carolina;General Assembly Senate District 21 Primary;North Carolina Democratic Party	Naveed Aziz	total	5177
North Carolina;General Assembly Senate District 25 Primary;North Carolina Republican Party	Michelle Lexo	absentee-mail	57
North Carolina;General Assembly Senate District 25 Primary;North Carolina Republican Party	Michelle Lexo	early	1491
North Carolina;General Assembly Senate District 25 Primary;North Carolina Republican Party	Michelle Lexo	election-day	4136
North Carolina;General Assembly Senate District 25 Primary;North Carolina Republican Party	Michelle Lexo	provisional	17
North Carolina;General Assembly Senate District 25 Primary;North Carolina Republican Party	Michelle Lexo	total	5701
North Carolina;General Assembly Senate District 25 Primary;North Carolina Republican Party	Tom McInnis	absentee-mail	130
North Carolina;General Assembly Senate District 25 Primary;North Carolina Republican Party	Tom McInnis	early	4002
North Carolina;General Assembly Senate District 25 Primary;North Carolina Republican Party	Tom McInnis	election-day	13606
North Carolina;General Assembly Senate District 25 Primary;North Carolina Republican Party	Tom McInnis	provisional	84
North Carolina;General Assembly Senate District 25 Primary;North Carolina Republican Party	Tom McInnis	total	17822
North Carolina;General Assembly Senate District 29 Primary;North Carolina Republican Party	Eddie Gallimore	absentee-mail	176
North Carolina;General Assembly Senate District 29 Primary;North Carolina Republican Party	Eddie Gallimore	early	8646
North Carolina;General Assembly Senate District 29 Primary;North Carolina Republican Party	Eddie Gallimore	election-day	14648
North Carolina;General Assembly Senate District 29 Primary;North Carolina Republican Party	Eddie Gallimore	provisional	46
North Carolina;General Assembly Senate District 29 Primary;North Carolina Republican Party	Eddie Gallimore	total	23516
North Carolina;General Assembly Senate District 29 Primary;North Carolina Republican Party	Sam Watford	absentee-mail	88
North Carolina;General Assembly Senate District 29 Primary;North Carolina Republican Party	Sam Watford	early	3559
North Carolina;General Assembly Senate District 29 Primary;North Carolina Republican Party	Sam Watford	election-day	5774
North Carolina;General Assembly Senate District 29 Primary;North Carolina Republican Party	Sam Watford	provisional	17
North Carolina;General Assembly Senate District 29 Primary;North Carolina Republican Party	Sam Watford	total	9438
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Dan Barrett	absentee-mail	41
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Dan Barrett	early	1931
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Dan Barrett	election-day	4218
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Dan Barrett	provisional	14
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Dan Barrett	total	6204
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Joyce Krawiec	absentee-mail	142
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Joyce Krawiec	early	2386
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Joyce Krawiec	election-day	10306
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Joyce Krawiec	provisional	38
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Joyce Krawiec	total	12872
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Peter Antinozzi	absentee-mail	9
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Peter Antinozzi	early	105
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Peter Antinozzi	election-day	479
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Peter Antinozzi	provisional	0
North Carolina;General Assembly Senate District 31 Primary;North Carolina Republican Party	Peter Antinozzi	total	593
North Carolina;General Assembly Senate District 33 Primary;North Carolina Republican Party	Bill Sorenson	absentee-mail	60
North Carolina;General Assembly Senate District 33 Primary;North Carolina Republican Party	Bill Sorenson	early	1662
North Carolina;General Assembly Senate District 33 Primary;North Carolina Republican Party	Bill Sorenson	election-day	3862
North Carolina;General Assembly Senate District 33 Primary;North Carolina Republican Party	Bill Sorenson	provisional	18
North Carolina;General Assembly Senate District 33 Primary;North Carolina Republican Party	Bill Sorenson	total	5602
North Carolina;General Assembly Senate District 33 Primary;North Carolina Republican Party	Carl Ford	absentee-mail	144
North Carolina;General Assembly Senate District 33 Primary;North Carolina Republican Party	Carl Ford	early	4772
North Carolina;General Assembly Senate District 33 Primary;North Carolina Republican Party	Carl Ford	election-day	11884
North Carolina;General Assembly Senate District 33 Primary;North Carolina Republican Party	Carl Ford	provisional	36
North Carolina;General Assembly Senate District 33 Primary;North Carolina Republican Party	Carl Ford	total	16836
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	Beniah McMiller	absentee-mail	66
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	Beniah McMiller	early	918
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	Beniah McMiller	election-day	1982
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	Beniah McMiller	provisional	0
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	Beniah McMiller	total	2966
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	Lisaney Kong	absentee-mail	2
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	Lisaney Kong	early	154
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	Lisaney Kong	election-day	498
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	Lisaney Kong	provisional	4
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	Lisaney Kong	total	658
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	William Stinson	absentee-mail	20
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	William Stinson	early	648
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	William Stinson	election-day	1872
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	William Stinson	provisional	2
North Carolina;General Assembly Senate District 34 Primary;North Carolina Democratic Party	William Stinson	total	2542
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	A. J. Daoud	absentee-mail	18
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	A. J. Daoud	early	266
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	A. J. Daoud	election-day	1234
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	A. J. Daoud	provisional	1
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	A. J. Daoud	total	1519
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	Robert (Bob) Rucho	absentee-mail	35
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	Robert (Bob) Rucho	early	742
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	Robert (Bob) Rucho	election-day	2859
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	Robert (Bob) Rucho	provisional	0
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	Robert (Bob) Rucho	total	3636
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	Vickie Sawyer	absentee-mail	112
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	Vickie Sawyer	early	2654
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	Vickie Sawyer	election-day	6828
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	Vickie Sawyer	provisional	6
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	Vickie Sawyer	total	9600
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	William (Bill) Howell	absentee-mail	10
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	William (Bill) Howell	early	241
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	William (Bill) Howell	election-day	745
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	William (Bill) Howell	provisional	0
North Carolina;General Assembly Senate District 34 Primary;North Carolina Republican Party	William (Bill) Howell	total	996
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Joel Ford	absentee-mail	32
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Joel Ford	early	1592
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Joel Ford	election-day	3778
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Joel Ford	provisional	6
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Joel Ford	total	5408
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Mujtaba A. Mohammed	absentee-mail	88
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Mujtaba A. Mohammed	early	4114
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Mujtaba A. Mohammed	election-day	9588
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Mujtaba A. Mohammed	provisional	8
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Mujtaba A. Mohammed	total	13798
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Roderick Davis	absentee-mail	6
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Roderick Davis	early	140
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Roderick Davis	election-day	481
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Roderick Davis	provisional	4
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Roderick Davis	total	631
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Tim Wallis	absentee-mail	3
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Tim Wallis	early	80
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Tim Wallis	election-day	263
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Tim Wallis	provisional	0
North Carolina;General Assembly Senate District 38 Primary;North Carolina Democratic Party	Tim Wallis	total	346
North Carolina;General Assembly Senate District 39 Primary;North Carolina Democratic Party	Ann Harlan	absentee-mail	86
North Carolina;General Assembly Senate District 39 Primary;North Carolina Democratic Party	Ann Harlan	early	1647
North Carolina;General Assembly Senate District 39 Primary;North Carolina Democratic Party	Ann Harlan	election-day	3485
North Carolina;General Assembly Senate District 39 Primary;North Carolina Democratic Party	Ann Harlan	provisional	4
North Carolina;General Assembly Senate District 39 Primary;North Carolina Democratic Party	Ann Harlan	total	5222
North Carolina;General Assembly Senate District 39 Primary;North Carolina Democratic Party	Chad Stachowicz	absentee-mail	124
North Carolina;General Assembly Senate District 39 Primary;North Carolina Democratic Party	Chad Stachowicz	early	2794
North Carolina;General Assembly Senate District 39 Primary;North Carolina Democratic Party	Chad Stachowicz	election-day	7558
North Carolina;General Assembly Senate District 39 Primary;North Carolina Democratic Party	Chad Stachowicz	provisional	2
North Carolina;General Assembly Senate District 39 Primary;North Carolina Democratic Party	Chad Stachowicz	total	10478
North Carolina;General Assembly Senate District 39 Primary;North Carolina Republican Party	Beth Monaghan	absentee-mail	58
North Carolina;General Assembly Senate District 39 Primary;North Carolina Republican Party	Beth Monaghan	early	792
North Carolina;General Assembly Senate District 39 Primary;North Carolina Republican Party	Beth Monaghan	election-day	2686
North Carolina;General Assembly Senate District 39 Primary;North Carolina Republican Party	Beth Monaghan	provisional	1
North Carolina;General Assembly Senate District 39 Primary;North Carolina Republican Party	Beth Monaghan	total	3537
North Carolina;General Assembly Senate District 39 Primary;North Carolina Republican Party	Dan Bishop	absentee-mail	270
North Carolina;General Assembly Senate District 39 Primary;North Carolina Republican Party	Dan Bishop	early	3836
North Carolina;General Assembly Senate District 39 Primary;North Carolina Republican Party	Dan Bishop	election-day	13440
North Carolina;General Assembly Senate District 39 Primary;North Carolina Republican Party	Dan Bishop	provisional	10
North Carolina;General Assembly Senate District 39 Primary;North Carolina Republican Party	Dan Bishop	total	17556
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Andy Wells	absentee-mail	84
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Andy Wells	early	7958
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Andy Wells	election-day	9972
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Andy Wells	provisional	22
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Andy Wells	total	18036
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Dustin Long	absentee-mail	5
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Dustin Long	early	525
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Dustin Long	election-day	704
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Dustin Long	provisional	7
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Dustin Long	total	1241
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Mark Hollo	absentee-mail	42
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Mark Hollo	early	3142
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Mark Hollo	election-day	3313
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Mark Hollo	provisional	9
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Mark Hollo	total	6506
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Ryan Huffman	absentee-mail	12
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Ryan Huffman	early	935
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Ryan Huffman	election-day	1285
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Ryan Huffman	provisional	4
North Carolina;General Assembly Senate District 42 Primary;North Carolina Republican Party	Ryan Huffman	total	2236
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	David L. Curtis	absentee-mail	35
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	David L. Curtis	early	1234
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	David L. Curtis	election-day	3267
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	David L. Curtis	provisional	18
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	David L. Curtis	total	4554
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	Martin Oakes	absentee-mail	21
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	Martin Oakes	early	854
