Name	VotesAllowed	NumberElected	NumberRunoff	IsPartisan	Office	PrimaryParty
PA House District 125 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 125	Green Party
PA House District 126 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 126	Green Party
PA House District 127 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 127	Green Party
PA House District 128 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 128	Green Party
PA House District 129 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 129	Green Party
PA House District 130 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 130	Green Party
PA House District 131 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 131	Green Party
PA House District 132 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 132	Green Party
PA House District 133 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 133	Green Party
PA House District 134 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 134	Green Party
PA House District 135 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 135	Green Party
PA House District 136 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 136	Green Party
PA House District 137 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 137	Green Party
PA House District 138 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 138	Green Party
PA House District 139 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 139	Green Party
PA House District 140 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 140	Green Party
PA House District 141 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 141	Green Party
PA House District 142 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 142	Green Party
PA House District 143 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 143	Green Party
PA House District 144 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 144	Green Party
PA House District 145 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 145	Green Party
PA House District 146 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 146	Green Party
PA House District 147 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 147	Green Party
PA House District 148 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 148	Green Party
PA House District 149 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 149	Green Party
PA House District 150 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 150	Green Party
PA House District 151 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 151	Green Party
PA House District 152 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 152	Green Party
PA House District 153 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 153	Green Party
PA House District 154 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 154	Green Party
PA House District 155 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 155	Green Party
PA House District 156 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 156	Green Party
PA House District 157 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 157	Green Party
PA House District 158 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 158	Green Party
PA House District 159 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 159	Green Party
PA House District 160 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 160	Green Party
PA House District 161 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 161	Green Party
PA House District 162 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 162	Green Party
PA House District 163 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 163	Green Party
PA House District 164 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 164	Green Party
PA House District 165 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 165	Green Party
PA House District 166 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 166	Green Party
PA House District 167 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 167	Green Party
PA House District 168 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 168	Green Party
PA House District 169 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 169	Green Party
PA House District 170 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 170	Green Party
PA House District 171 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 171	Green Party
PA House District 172 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 172	Green Party
PA House District 173 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 173	Green Party
PA House District 174 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 174	Green Party
PA House District 175 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 175	Green Party
PA House District 176 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 176	Green Party
PA House District 177 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 177	Green Party
PA House District 178 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 178	Green Party
PA House District 179 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 179	Green Party
PA House District 180 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 180	Green Party
PA House District 181 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 181	Green Party
PA House District 182 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 182	Green Party
PA House District 183 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 183	Green Party
PA House District 184 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 184	Green Party
PA House District 185 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 185	Green Party
PA House District 186 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 186	Green Party
PA House District 187 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 187	Green Party
PA House District 188 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 188	Green Party
PA House District 189 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 189	Green Party
PA House District 190 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 190	Green Party
PA House District 191 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 191	Green Party
PA House District 192 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 192	Green Party
PA House District 193 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 193	Green Party
PA House District 194 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 194	Green Party
PA House District 195 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 195	Green Party
PA House District 196 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 196	Green Party
PA House District 197 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 197	Green Party
PA House District 198 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 198	Green Party
PA House District 199 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 199	Green Party
PA House District 200 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 200	Green Party
PA House District 201 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 201	Green Party
PA House District 202 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 202	Green Party
PA House District 203 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA House District 203	Green Party
PA Senate District 1 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 1	Green Party
PA Senate District 2 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 2	Green Party
PA Senate District 3 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 3	Green Party
PA Senate District 4 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 4	Green Party
PA Senate District 5 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 5	Green Party
PA Senate District 6 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 6	Green Party
PA Senate District 7 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 7	Green Party
PA Senate District 8 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 8	Green Party
PA Senate District 9 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 9	Green Party
PA Senate District 10 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 10	Green Party
PA Senate District 11 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 11	Green Party
PA Senate District 12 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 12	Green Party
PA Senate District 13 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 13	Green Party
PA Senate District 14 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 14	Green Party
PA Senate District 15 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 15	Green Party
PA Senate District 16 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 16	Green Party
PA Senate District 17 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 17	Green Party
PA Senate District 18 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 18	Green Party
PA Senate District 19 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 19	Green Party
PA Senate District 20 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 20	Green Party
PA Senate District 21 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 21	Green Party
PA Senate District 22 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 22	Green Party
PA Senate District 23 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 23	Green Party
PA Senate District 24 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 24	Green Party
PA Senate District 25 (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 25	Green Party
US Senate PA (Democratic / Republican Party Primary) (Green Party Primary)	1	1	0	True	US Senate PA	Green Party
PA Governor (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Governor	Green Party
US House PA District 1 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 1	Green Party
US House PA District 2 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 2	Green Party
US House PA District 3 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 3	Green Party
US House PA District 4 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 4	Green Party
US House PA District 5 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 5	Green Party
US House PA District 6 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 6	Green Party
US House PA District 7 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 7	Green Party
US House PA District 8 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 8	Green Party
US House PA District 9 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 9	Green Party
US House PA District 10 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 10	Green Party
US House PA District 11 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 11	Green Party
US House PA District 12 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 12	Green Party
US House PA District 13 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 13	Green Party
US House PA District 14 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 14	Green Party
US House PA District 15 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 15	Green Party
US House PA District 16 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 16	Green Party
US House PA District 17 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 17	Green Party
US House PA District 18 (Independent Party Primary) (Green Party Primary)	1	1	0	True	US House PA District 18	Green Party
PA House District 1 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 1	Green Party
PA House District 2 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 2	Green Party
PA House District 3 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 3	Green Party
PA House District 4 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 4	Green Party
PA House District 5 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 5	Green Party
PA House District 6 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 6	Green Party
PA House District 7 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 7	Green Party
PA House District 8 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 8	Green Party
PA House District 9 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 9	Green Party
PA House District 10 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 10	Green Party
PA House District 11 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 11	Green Party
PA House District 12 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 12	Green Party
PA House District 13 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 13	Green Party
PA House District 14 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 14	Green Party
PA House District 15 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 15	Green Party
PA House District 16 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 16	Green Party
PA House District 17 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 17	Green Party
PA House District 18 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 18	Green Party
PA House District 19 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 19	Green Party
PA House District 20 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 20	Green Party
PA House District 21 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 21	Green Party
PA House District 22 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 22	Green Party
PA House District 23 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 23	Green Party
PA House District 24 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 24	Green Party
PA House District 25 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 25	Green Party
PA House District 26 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 26	Green Party
PA House District 27 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 27	Green Party
PA House District 28 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 28	Green Party
PA House District 29 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 29	Green Party
PA House District 30 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 30	Green Party
PA House District 31 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 31	Green Party
PA House District 32 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 32	Green Party
PA House District 33 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 33	Green Party
PA House District 34 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 34	Green Party
PA House District 35 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 35	Green Party
PA House District 36 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 36	Green Party
PA House District 37 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 37	Green Party
PA House District 38 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 38	Green Party
PA House District 39 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 39	Green Party
PA House District 40 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 40	Green Party
PA House District 41 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 41	Green Party
PA House District 42 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 42	Green Party
PA House District 43 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 43	Green Party
PA House District 44 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 44	Green Party
PA House District 45 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 45	Green Party
PA House District 46 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 46	Green Party
PA House District 47 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 47	Green Party
PA House District 48 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 48	Green Party
PA House District 49 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 49	Green Party
PA House District 50 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 50	Green Party
PA House District 51 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 51	Green Party
PA House District 52 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 52	Green Party
PA House District 53 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 53	Green Party
PA House District 54 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 54	Green Party
PA House District 55 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 55	Green Party
PA House District 56 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 56	Green Party
PA House District 57 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 57	Green Party
PA House District 58 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 58	Green Party
PA House District 59 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 59	Green Party
PA House District 60 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 60	Green Party
PA House District 61 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 61	Green Party
PA House District 62 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 62	Green Party
PA House District 63 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 63	Green Party
PA House District 64 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 64	Green Party
PA House District 65 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 65	Green Party
PA House District 66 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 66	Green Party
PA House District 67 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 67	Green Party
PA House District 68 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 68	Green Party
PA House District 69 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 69	Green Party
PA House District 70 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 70	Green Party
PA House District 71 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 71	Green Party
PA House District 72 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 72	Green Party
PA House District 73 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 73	Green Party
PA House District 74 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 74	Green Party
PA House District 75 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 75	Green Party
PA House District 76 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 76	Green Party
PA House District 77 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 77	Green Party
PA House District 78 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 78	Green Party
PA House District 79 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 79	Green Party
PA House District 80 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 80	Green Party
PA House District 81 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 81	Green Party
PA House District 82 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 82	Green Party
PA House District 83 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 83	Green Party
PA House District 84 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 84	Green Party
PA House District 85 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 85	Green Party
PA House District 86 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 86	Green Party
PA House District 87 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 87	Green Party
PA House District 88 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 88	Green Party
PA House District 89 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 89	Green Party
PA House District 90 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 90	Green Party
PA House District 91 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 91	Green Party
PA House District 92 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 92	Green Party
PA House District 93 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 93	Green Party
PA House District 94 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 94	Green Party
PA House District 95 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 95	Green Party
PA House District 96 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 96	Green Party
PA House District 97 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 97	Green Party
PA House District 98 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 98	Green Party
PA House District 99 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 99	Green Party
PA House District 100 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 100	Green Party
PA House District 101 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 101	Green Party
PA House District 102 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 102	Green Party
PA House District 103 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 103	Green Party
PA House District 104 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 104	Green Party
PA House District 105 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 105	Green Party
PA House District 106 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 106	Green Party
PA House District 107 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 107	Green Party
PA House District 108 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 108	Green Party
PA House District 109 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 109	Green Party
PA House District 110 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 110	Green Party
PA House District 111 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 111	Green Party
PA House District 112 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 112	Green Party
PA House District 113 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 113	Green Party
PA House District 114 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 114	Green Party
PA House District 115 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 115	Green Party
PA House District 116 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 116	Green Party
PA House District 117 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 117	Green Party
PA House District 118 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 118	Green Party
PA House District 119 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 119	Green Party
PA House District 120 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 120	Green Party
PA House District 121 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 121	Green Party
PA House District 122 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 122	Green Party
PA House District 123 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 123	Green Party
PA House District 124 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 124	Green Party
PA House District 125 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 125	Green Party
PA House District 126 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 126	Green Party
PA House District 127 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 127	Green Party
PA House District 128 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 128	Green Party
PA House District 129 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 129	Green Party
PA House District 130 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 130	Green Party
PA House District 131 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 131	Green Party
PA House District 132 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 132	Green Party
PA House District 133 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 133	Green Party
PA House District 134 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 134	Green Party
PA House District 135 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 135	Green Party
PA House District 136 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 136	Green Party
PA House District 137 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 137	Green Party
PA House District 138 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 138	Green Party
PA House District 139 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 139	Green Party
PA House District 140 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 140	Green Party
PA House District 141 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 141	Green Party
PA House District 142 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 142	Green Party
PA House District 143 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 143	Green Party
PA House District 144 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 144	Green Party
PA House District 145 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 145	Green Party
PA House District 146 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 146	Green Party
PA House District 147 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 147	Green Party
PA House District 148 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 148	Green Party
PA House District 149 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 149	Green Party
PA House District 150 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 150	Green Party
PA House District 151 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 151	Green Party
PA House District 152 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 152	Green Party
PA House District 153 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 153	Green Party
PA House District 154 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 154	Green Party
PA House District 155 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 155	Green Party
PA House District 156 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 156	Green Party
PA House District 157 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 157	Green Party
PA House District 158 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 158	Green Party
